ID,read,Genome,symbiodinium_species,#Reads_processed,#Unmapped,%Unmapped,#One_hit_one_genome,%One_hit_one_genome,#Multiple_hits_one_genome,%Multiple_hits_one_genome,#One_hit_multiple_genomes,%One_hit_multiple_genomes,Multiple_hits_multiple_genomes,%Multiple_hits_multiple_genomes
Ac_PA_CK144,r2,Bacteria_24k,NA,68897266,68546701,99.49,4923,0.01,6358,0.01,29976,0.04,309308,0.45
Ac_PA_CK144,r2,Protists_1k,NA,68897266,67086044,97.38,67242,0.1,72166,0.1,381377,0.55,1290437,1.87
Ac_PA_CK144,r2,Viruses,NA,68897266,68595943,99.56,787,0,946,0,38973,0.06,260617,0.38
Ac_PA_CK144,r2,Fungi_RefSeq_release,NA,68897266,68320703,99.16,13920,0.02,3810,0.01,75807,0.11,483026,0.7
Ac_PA_CK144,r2,Bird,NA,68897266,68479544,99.39,3589,0.01,339,0,54344,0.08,359450,0.52
Ac_PA_CK144,r2,Plant,NA,68897266,68541441,99.49,1942,0,249,0,34620,0.05,319014,0.46
Ac_PA_CK144,r2,Symbiodinium,NA,68897266,67395656,97.82,269,0,17,0,407037,0.59,1094287,1.59
Ac_PA_CK144,r2,GCA_001939145.1,Symbiodinium microadriaticum,68897266,68277228,99.1,473,0,305,0,146890,0.21,472370,0.69
Ac_PA_CK144,r2,GCA_003297005.1,Symbiodinium sp. clade A Y106,68897266,67589950,98.11,539,0,41,0,607442,0.88,699294,1.01
Ac_PA_CK144,r2,GCA_003297045.1,Symbiodinium sp. clade C Y103,68897266,68456445,99.37,456,0,20,0,65338,0.09,375007,0.54
Ac_PA_CK144,r2,GCA_009767595.1,Symbiodinium kawagutii,68897266,68447480,99.35,607,0,37,0,78410,0.11,370732,0.54
Ac_PA_CK144,r2,GCA_018327485.1,Symbiodinium microadriaticum,68897266,68307342,99.14,555,0,47,0,144071,0.21,445251,0.65
Ac_PA_CK144,r2,GCA_905221605.1,Symbiodinium natans,68897266,68385690,99.26,392,0,24,0,70962,0.1,440198,0.64
Ac_PA_CK144,r2,GCA_905221615.1,Symbiodinium sp. CCMP2592,68897266,68128246,98.88,420,0,40,0,239014,0.35,529546,0.77
Ac_PA_CK144,r2,GCA_905221625.1,Symbiodinium sp. KB8,68897266,68222109,99.02,264,0,13,0,211076,0.31,463804,0.67
Ac_PA_CK144,r2,GCA_905221635.1,Symbiodinium sp. CCMP2456,68897266,68234067,99.04,392,0,28,0,213633,0.31,449146,0.65
Ac_PA_CK144,r2,GCA_905231905.1,Symbiodinium pilosum,68897266,68494694,99.42,227,0,16,0,118215,0.17,284114,0.41
Ac_PA_CK144,r2,GCA_905231915.1,Symbiodinium necroappetens,68897266,68259054,99.07,362,0,18,0,213564,0.31,424268,0.62
Ac_PA_CK144,r2,GCA_905231925.1,Symbiodinium microadriaticum,68897266,68205010,99,262,0,22,0,241957,0.35,450015,0.65
Ac_PA_CK144,r2,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,68897266,68468965,99.38,668,0,47,0,47622,0.07,379964,0.55
Ac_PA_CK144,r2,All_Fish,NA,68897266,68157345,98.92,51734,0.08,30388,0.04,73961,0.11,583838,0.85
Ac_PA_CK145,r1,Human,NA,60216083,59773164,99.27,7784,0.01,1791,0,47817,0.08,385527,0.64
Ac_PA_CK145,r1,Ecoli,NA,60216083,60216018,100,0,0,0,0,1,0,64,0
Ac_PA_CK145,r1,PhiX,NA,60216083,60216083,100,0,0,0,0,0,0,0,0
Ac_PA_CK145,r1,Contamnts_Adaptrs,NA,60216083,60216083,100,0,0,0,0,0,0,0,0
Ac_PA_CK145,r1,Vectors,NA,60216083,60197111,99.97,12,0,1,0,1895,0,17064,0.03
Ac_PA_CK145,r1,Bacteria_24k,NA,60216083,59907483,99.48,3553,0.01,4288,0.01,24438,0.04,276321,0.46
Ac_PA_CK145,r1,Protists_1k,NA,60216083,58470789,97.09,53976,0.09,58604,0.1,388821,0.65,1243893,2.07
Ac_PA_CK145,r1,Viruses,NA,60216083,59940932,99.55,611,0,518,0,31506,0.05,242516,0.4
Ac_PA_CK145,r1,Fungi_RefSeq_release,NA,60216083,59720918,99.18,11536,0.02,3359,0.01,62986,0.1,417284,0.69
Ac_PA_CK145,r1,Bird,NA,60216083,59855577,99.39,3180,0.01,320,0,45220,0.08,311786,0.52
Ac_PA_CK145,r1,Plant,NA,60216083,59896489,99.47,1797,0,250,0,30130,0.05,287417,0.48
Ac_PA_CK145,r1,Symbiodinium,NA,60216083,58714609,97.51,217,0,18,0,404468,0.67,1096771,1.82
Ac_PA_CK145,r1,GCA_001939145.1,Symbiodinium microadriaticum,60216083,59623341,99.01,290,0,182,0,149513,0.25,442757,0.74
Ac_PA_CK145,r1,GCA_003297005.1,Symbiodinium sp. clade A Y106,60216083,58873227,97.77,501,0,30,0,636822,1.06,705503,1.17
Ac_PA_CK145,r1,GCA_003297045.1,Symbiodinium sp. clade C Y103,60216083,59816726,99.34,358,0,28,0,62302,0.1,336669,0.56
Ac_PA_CK145,r1,GCA_009767595.1,Symbiodinium kawagutii,60216083,59811758,99.33,408,0,33,0,76343,0.13,327541,0.54
Ac_PA_CK145,r1,GCA_018327485.1,Symbiodinium microadriaticum,60216083,59657955,99.08,435,0,18,0,140436,0.23,417239,0.69
Ac_PA_CK145,r1,GCA_905221605.1,Symbiodinium natans,60216083,59739921,99.21,336,0,26,0,67758,0.11,408042,0.68
Ac_PA_CK145,r1,GCA_905221615.1,Symbiodinium sp. CCMP2592,60216083,59461243,98.74,359,0,38,0,250642,0.42,503801,0.84
Ac_PA_CK145,r1,GCA_905221625.1,Symbiodinium sp. KB8,60216083,59554207,98.9,201,0,18,0,222708,0.37,438949,0.73
Ac_PA_CK145,r1,GCA_905221635.1,Symbiodinium sp. CCMP2456,60216083,59569128,98.93,361,0,22,0,217573,0.36,428999,0.71
Ac_PA_CK145,r1,GCA_905231905.1,Symbiodinium pilosum,60216083,59812648,99.33,235,0,9,0,124680,0.21,278511,0.46
Ac_PA_CK145,r1,GCA_905231915.1,Symbiodinium necroappetens,60216083,59581354,98.95,378,0,14,0,225638,0.37,408699,0.68
Ac_PA_CK145,r1,GCA_905231925.1,Symbiodinium microadriaticum,60216083,59547004,98.89,220,0,14,0,241152,0.4,427693,0.71
Ac_PA_CK145,r1,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,60216083,59818296,99.34,550,0,18,0,43221,0.07,353998,0.59
Ac_PA_CK145,r1,All_Fish,NA,60216083,59575759,98.95,45070,0.07,26597,0.04,61136,0.1,507521,0.84
Ac_PA_CK145,r2,Human,NA,60216083,59794673,99.3,7609,0.01,1791,0,46286,0.08,365724,0.61
Ac_PA_CK145,r2,Ecoli,NA,60216083,60216028,100,0,0,0,0,1,0,54,0
Ac_PA_CK145,r2,PhiX,NA,60216083,60216083,100,0,0,0,0,0,0,0,0
Ac_PA_CK145,r2,Contamnts_Adaptrs,NA,60216083,60216083,100,0,0,0,0,0,0,0,0
Ac_PA_CK145,r2,Vectors,NA,60216083,60202508,99.98,6,0,0,0,1433,0,12136,0.02
Ac_PA_CK145,r2,Bacteria_24k,NA,60216083,59923345,99.51,3652,0.01,4316,0.01,23315,0.04,261455,0.43
Ac_PA_CK145,r2,Protists_1k,NA,60216083,58494469,97.14,53340,0.09,57694,0.1,392167,0.65,1218413,2.02
Ac_PA_CK145,r2,Viruses,NA,60216083,59955943,99.57,569,0,546,0,29968,0.05,229057,0.38
Ac_PA_CK145,r2,Fungi_RefSeq_release,NA,60216083,59743601,99.21,11254,0.02,3118,0.01,60476,0.1,397634,0.66
Ac_PA_CK145,r2,Bird,NA,60216083,59874533,99.44,3010,0,325,0,43332,0.07,294883,0.49
Ac_PA_CK145,r2,Plant,NA,60216083,59915295,99.5,1699,0,244,0,28470,0.05,270375,0.45
Ac_PA_CK145,r2,Symbiodinium,NA,60216083,58735868,97.54,216,0,16,0,407159,0.68,1072824,1.78
Ac_PA_CK145,r2,GCA_001939145.1,Symbiodinium microadriaticum,60216083,59643703,99.05,291,0,193,0,147209,0.24,424687,0.71
Ac_PA_CK145,r2,GCA_003297005.1,Symbiodinium sp. clade A Y106,60216083,58890700,97.8,493,0,30,0,637696,1.06,687164,1.14
Ac_PA_CK145,r2,GCA_003297045.1,Symbiodinium sp. clade C Y103,60216083,59834959,99.37,324,0,20,0,60592,0.1,320188,0.53
Ac_PA_CK145,r2,GCA_009767595.1,Symbiodinium kawagutii,60216083,59830349,99.36,425,0,31,0,74696,0.12,310582,0.52
Ac_PA_CK145,r2,GCA_018327485.1,Symbiodinium microadriaticum,60216083,59678147,99.11,406,0,24,0,137883,0.23,399623,0.66
Ac_PA_CK145,r2,GCA_905221605.1,Symbiodinium natans,60216083,59759508,99.24,336,0,35,0,65871,0.11,390333,0.65
Ac_PA_CK145,r2,GCA_905221615.1,Symbiodinium sp. CCMP2592,60216083,59484820,98.79,359,0,26,0,246642,0.41,484236,0.8
Ac_PA_CK145,r2,GCA_905221625.1,Symbiodinium sp. KB8,60216083,59574154,98.93,192,0,11,0,220835,0.37,420891,0.7
Ac_PA_CK145,r2,GCA_905221635.1,Symbiodinium sp. CCMP2456,60216083,59589110,98.96,326,0,27,0,214939,0.36,411681,0.68
Ac_PA_CK145,r2,GCA_905231905.1,Symbiodinium pilosum,60216083,59827119,99.36,204,0,12,0,122682,0.2,266066,0.44
Ac_PA_CK145,r2,GCA_905231915.1,Symbiodinium necroappetens,60216083,59600232,98.98,348,0,17,0,222453,0.37,393033,0.65
Ac_PA_CK145,r2,GCA_905231925.1,Symbiodinium microadriaticum,60216083,59567355,98.92,223,0,9,0,238190,0.4,410306,0.68
Ac_PA_CK145,r2,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,60216083,59835389,99.37,527,0,24,0,42043,0.07,338100,0.56
Ac_PA_CK145,r2,All_Fish,NA,60216083,59600664,98.98,44101,0.07,25945,0.04,59701,0.1,485672,0.81
Ac_PA_CK146,r1,Human,NA,73064352,72425443,99.13,9670,0.01,2205,0,76758,0.11,550276,0.75
Ac_PA_CK146,r1,Ecoli,NA,73064352,73064279,100,0,0,0,0,1,0,72,0
Ac_PA_CK146,r1,PhiX,NA,73064352,73064352,100,0,0,0,0,0,0,0,0
Ac_PA_CK146,r1,Contamnts_Adaptrs,NA,73064352,73064352,100,0,0,0,0,0,0,0,0
Ac_PA_CK146,r1,Vectors,NA,73064352,73035311,99.96,21,0,0,0,2444,0,26576,0.04
Ac_PA_CK146,r1,Bacteria_24k,NA,73064352,72655965,99.43,4394,0.01,5414,0.01,43816,0.06,354763,0.49
Ac_PA_CK146,r1,Protists_1k,NA,73064352,69549288,95.19,70606,0.1,73321,0.1,964124,1.32,2407013,3.29
Ac_PA_CK146,r1,Viruses,NA,73064352,72707163,99.52,1018,0,1260,0,46506,0.06,308405,0.42
Ac_PA_CK146,r1,Fungi_RefSeq_release,NA,73064352,72347293,99.01,15999,0.02,4125,0.01,100259,0.14,596676,0.82
Ac_PA_CK146,r1,Bird,NA,73064352,72556845,99.3,4082,0.01,362,0,75057,0.1,428006,0.59
Ac_PA_CK146,r1,Plant,NA,73064352,72635222,99.41,2177,0,296,0,49906,0.07,376751,0.52
Ac_PA_CK146,r1,Symbiodinium,NA,73064352,69883015,95.65,336,0,34,0,1002609,1.37,2178358,2.98
Ac_PA_CK146,r1,GCA_001939145.1,Symbiodinium microadriaticum,73064352,72007870,98.56,451,0,347,0,323099,0.44,732585,1
Ac_PA_CK146,r1,GCA_003297005.1,Symbiodinium sp. clade A Y106,73064352,70152849,96.02,946,0,87,0,1578854,2.16,1331616,1.82
Ac_PA_CK146,r1,GCA_003297045.1,Symbiodinium sp. clade C Y103,73064352,72518571,99.25,558,0,44,0,80256,0.11,464923,0.64
Ac_PA_CK146,r1,GCA_009767595.1,Symbiodinium kawagutii,73064352,72493970,99.22,1095,0,38,0,99953,0.14,469296,0.64
Ac_PA_CK146,r1,GCA_018327485.1,Symbiodinium microadriaticum,73064352,72039025,98.6,1109,0,245,0,336258,0.46,687715,0.94
Ac_PA_CK146,r1,GCA_905221605.1,Symbiodinium natans,73064352,72332255,99,541,0,40,0,122992,0.17,608524,0.83
Ac_PA_CK146,r1,GCA_905221615.1,Symbiodinium sp. CCMP2592,73064352,71554658,97.93,516,0,36,0,626164,0.86,882978,1.21
Ac_PA_CK146,r1,GCA_905221625.1,Symbiodinium sp. KB8,73064352,71957825,98.48,329,0,12,0,399977,0.55,706209,0.97
Ac_PA_CK146,r1,GCA_905221635.1,Symbiodinium sp. CCMP2456,73064352,71949488,98.47,567,0,27,0,413067,0.57,701203,0.96
Ac_PA_CK146,r1,GCA_905231905.1,Symbiodinium pilosum,73064352,72497130,99.22,287,0,14,0,153664,0.21,413257,0.57
Ac_PA_CK146,r1,GCA_905231915.1,Symbiodinium necroappetens,73064352,71986292,98.52,446,0,18,0,413955,0.57,663641,0.91
Ac_PA_CK146,r1,GCA_905231925.1,Symbiodinium microadriaticum,73064352,71934240,98.45,341,0,18,0,438214,0.6,691539,0.95
Ac_PA_CK146,r1,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,73064352,72538651,99.29,1259,0,41,0,68065,0.09,456336,0.62
Ac_PA_CK146,r1,All_Fish,NA,73064352,72142554,98.73,59379,0.08,33055,0.05,93123,0.13,736241,1.01
Ac_PA_CK146,r2,Human,NA,73064352,72459628,99.18,9343,0.01,2130,0,74300,0.1,518951,0.71
Ac_PA_CK146,r2,Ecoli,NA,73064352,73064275,100,0,0,0,0,2,0,75,0
Ac_PA_CK146,r2,PhiX,NA,73064352,73064352,100,0,0,0,0,0,0,0,0
Ac_PA_CK146,r2,Contamnts_Adaptrs,NA,73064352,73064352,100,0,0,0,0,0,0,0,0
Ac_PA_CK146,r2,Vectors,NA,73064352,73043479,99.97,10,0,1,0,2020,0,18842,0.03
Ac_PA_CK146,r2,Bacteria_24k,NA,73064352,72679285,99.46,4342,0.01,5338,0.01,41978,0.06,333409,0.46
Ac_PA_CK146,r2,Protists_1k,NA,73064352,69587664,95.23,69827,0.1,73084,0.1,977270,1.34,2356507,3.23
Ac_PA_CK146,r2,Viruses,NA,73064352,72728882,99.54,923,0,1329,0,44147,0.06,289071,0.4
Ac_PA_CK146,r2,Fungi_RefSeq_release,NA,73064352,72382532,99.07,15720,0.02,3951,0.01,96510,0.13,565639,0.77
Ac_PA_CK146,r2,Bird,NA,73064352,72586377,99.34,3724,0.01,397,0,71900,0.1,401954,0.55
Ac_PA_CK146,r2,Plant,NA,73064352,72663530,99.46,2140,0,268,0,47140,0.06,351274,0.48
Ac_PA_CK146,r2,Symbiodinium,NA,73064352,69920935,95.7,323,0,27,0,1014521,1.39,2128546,2.91
Ac_PA_CK146,r2,GCA_001939145.1,Symbiodinium microadriaticum,73064352,72047796,98.61,444,0,340,0,315329,0.43,700443,0.96
Ac_PA_CK146,r2,GCA_003297005.1,Symbiodinium sp. clade A Y106,73064352,70183287,96.05,909,0,86,0,1582857,2.17,1297213,1.78
Ac_PA_CK146,r2,GCA_003297045.1,Symbiodinium sp. clade C Y103,73064352,72545333,99.29,555,0,45,0,77977,0.11,440442,0.6
Ac_PA_CK146,r2,GCA_009767595.1,Symbiodinium kawagutii,73064352,72522753,99.26,1038,0,69,0,97675,0.13,442817,0.61
Ac_PA_CK146,r2,GCA_018327485.1,Symbiodinium microadriaticum,73064352,72078026,98.65,1045,0,182,0,328449,0.45,656650,0.9
Ac_PA_CK146,r2,GCA_905221605.1,Symbiodinium natans,73064352,72365713,99.05,518,0,43,0,118043,0.16,580035,0.79
Ac_PA_CK146,r2,GCA_905221615.1,Symbiodinium sp. CCMP2592,73064352,71599257,98,492,0,44,0,615149,0.84,849410,1.16
Ac_PA_CK146,r2,GCA_905221625.1,Symbiodinium sp. KB8,73064352,71996222,98.54,291,0,23,0,393014,0.54,674802,0.92
Ac_PA_CK146,r2,GCA_905221635.1,Symbiodinium sp. CCMP2456,73064352,71988592,98.53,516,0,20,0,404456,0.55,670768,0.92
Ac_PA_CK146,r2,GCA_905231905.1,Symbiodinium pilosum,73064352,72520666,99.25,294,0,19,0,151021,0.21,392352,0.54
Ac_PA_CK146,r2,GCA_905231915.1,Symbiodinium necroappetens,73064352,72021472,98.57,442,0,24,0,407551,0.56,634863,0.87
Ac_PA_CK146,r2,GCA_905231925.1,Symbiodinium microadriaticum,73064352,71975465,98.51,342,0,17,0,428194,0.59,660334,0.9
Ac_PA_CK146,r2,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,73064352,72565394,99.32,1163,0,41,0,65400,0.09,432354,0.59
Ac_PA_CK146,r2,All_Fish,NA,73064352,72181863,98.8,57363,0.08,32273,0.04,90783,0.12,702070,0.96
Ac_PA_CK147,r1,Human,NA,56771609,56348163,99.26,7239,0.01,1645,0,47054,0.08,367508,0.65
Ac_PA_CK147,r1,Ecoli,NA,56771609,56771578,100,0,0,0,0,1,0,30,0
Ac_PA_CK147,r1,PhiX,NA,56771609,56771609,100,0,0,0,0,0,0,0,0
Ac_PA_CK147,r1,Contamnts_Adaptrs,NA,56771609,56771609,100,0,0,0,0,0,0,0,0
Ac_PA_CK147,r1,Vectors,NA,56771609,56749311,99.96,11,0,0,0,1611,0,20676,0.04
Ac_PA_CK147,r1,Bacteria_24k,NA,56771609,56483510,99.49,3384,0.01,3943,0.01,23348,0.04,257424,0.45
Ac_PA_CK147,r1,Protists_1k,NA,56771609,55125637,97.1,52766,0.09,56126,0.1,374187,0.66,1162893,2.05
Ac_PA_CK147,r1,Viruses,NA,56771609,56511954,99.55,629,0,761,0,30098,0.05,228167,0.4
Ac_PA_CK147,r1,Fungi_RefSeq_release,NA,56771609,56301377,99.16,10674,0.02,2996,0.01,61632,0.11,394930,0.7
Ac_PA_CK147,r1,Bird,NA,56771609,56424046,99.38,3047,0.01,314,0,44326,0.08,299876,0.53
Ac_PA_CK147,r1,Plant,NA,56771609,56466194,99.46,1685,0,239,0,28127,0.05,275364,0.49
Ac_PA_CK147,r1,Symbiodinium,NA,56771609,55365950,97.52,207,0,18,0,389833,0.69,1015601,1.79
Ac_PA_CK147,r1,GCA_001939145.1,Symbiodinium microadriaticum,56771609,56215477,99.02,250,0,115,0,137400,0.24,418367,0.74
Ac_PA_CK147,r1,GCA_003297005.1,Symbiodinium sp. clade A Y106,56771609,55517312,97.79,496,0,22,0,599199,1.06,654580,1.15
Ac_PA_CK147,r1,GCA_003297045.1,Symbiodinium sp. clade C Y103,56771609,56403358,99.35,333,0,23,0,50533,0.09,317362,0.56
Ac_PA_CK147,r1,GCA_009767595.1,Symbiodinium kawagutii,56771609,56398956,99.34,464,0,32,0,60121,0.11,312036,0.55
Ac_PA_CK147,r1,GCA_018327485.1,Symbiodinium microadriaticum,56771609,56241314,99.06,368,0,29,0,135264,0.24,394634,0.7
Ac_PA_CK147,r1,GCA_905221605.1,Symbiodinium natans,56771609,56331515,99.23,373,0,18,0,58817,0.1,380886,0.67
Ac_PA_CK147,r1,GCA_905221615.1,Symbiodinium sp. CCMP2592,56771609,56052482,98.74,401,0,28,0,239494,0.42,479204,0.84
Ac_PA_CK147,r1,GCA_905221625.1,Symbiodinium sp. KB8,56771609,56172402,98.95,203,0,9,0,187902,0.33,411093,0.72
Ac_PA_CK147,r1,GCA_905221635.1,Symbiodinium sp. CCMP2456,56771609,56181264,98.96,318,0,20,0,185632,0.33,404375,0.71
Ac_PA_CK147,r1,GCA_905231905.1,Symbiodinium pilosum,56771609,56410164,99.37,232,0,12,0,98476,0.17,262725,0.46
Ac_PA_CK147,r1,GCA_905231915.1,Symbiodinium necroappetens,56771609,56195119,98.98,356,0,12,0,192810,0.34,383312,0.68
Ac_PA_CK147,r1,GCA_905231925.1,Symbiodinium microadriaticum,56771609,56162549,98.93,194,0,19,0,206063,0.36,402784,0.71
Ac_PA_CK147,r1,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,56771609,56414458,99.37,541,0,29,0,38099,0.07,318482,0.56
Ac_PA_CK147,r1,All_Fish,NA,56771609,56159659,98.93,42370,0.07,25635,0.05,58617,0.1,485328,0.85
Ac_PA_CK147,r2,Human,NA,56771609,56380070,99.31,7053,0.01,1556,0,45090,0.08,337840,0.6
Ac_PA_CK147,r2,Ecoli,NA,56771609,56771576,100,0,0,0,0,3,0,30,0
Ac_PA_CK147,r2,PhiX,NA,56771609,56771609,100,0,0,0,0,0,0,0,0
Ac_PA_CK147,r2,Contamnts_Adaptrs,NA,56771609,56771608,100,0,0,0,0,0,0,1,0
Ac_PA_CK147,r2,Vectors,NA,56771609,56755414,99.97,14,0,0,0,1329,0,14852,0.03
Ac_PA_CK147,r2,Bacteria_24k,NA,56771609,56506825,99.53,3488,0.01,3946,0.01,21931,0.04,235419,0.41
Ac_PA_CK147,r2,Protists_1k,NA,56771609,55166024,97.17,51171,0.09,54812,0.1,380456,0.67,1119146,1.97
Ac_PA_CK147,r2,Viruses,NA,56771609,56534693,99.58,617,0,728,0,27638,0.05,207933,0.37
Ac_PA_CK147,r2,Fungi_RefSeq_release,NA,56771609,56333505,99.23,10336,0.02,3020,0.01,58815,0.1,365933,0.64
Ac_PA_CK147,r2,Bird,NA,56771609,56452424,99.45,2836,0,292,0,41486,0.07,274571,0.48
Ac_PA_CK147,r2,Plant,NA,56771609,56492325,99.51,1620,0,184,0,26489,0.05,250991,0.44
Ac_PA_CK147,r2,Symbiodinium,NA,56771609,55400329,97.59,176,0,9,0,394488,0.69,976607,1.72
Ac_PA_CK147,r2,GCA_001939145.1,Symbiodinium microadriaticum,56771609,56248354,99.08,233,0,102,0,133077,0.23,389843,0.69
Ac_PA_CK147,r2,GCA_003297005.1,Symbiodinium sp. clade A Y106,56771609,55545414,97.84,425,0,25,0,601674,1.06,624071,1.1
Ac_PA_CK147,r2,GCA_003297045.1,Symbiodinium sp. clade C Y103,56771609,56429359,99.39,299,0,23,0,48577,0.09,293351,0.52
Ac_PA_CK147,r2,GCA_009767595.1,Symbiodinium kawagutii,56771609,56425080,99.39,404,0,30,0,57758,0.1,288337,0.51
Ac_PA_CK147,r2,GCA_018327485.1,Symbiodinium microadriaticum,56771609,56273120,99.12,389,0,18,0,130377,0.23,367705,0.65
Ac_PA_CK147,r2,GCA_905221605.1,Symbiodinium natans,56771609,56361272,99.28,337,0,28,0,56201,0.1,353771,0.62
Ac_PA_CK147,r2,GCA_905221615.1,Symbiodinium sp. CCMP2592,56771609,56089595,98.8,321,0,20,0,232432,0.41,449241,0.79
Ac_PA_CK147,r2,GCA_905221625.1,Symbiodinium sp. KB8,56771609,56204795,99.01,197,0,7,0,183909,0.32,382701,0.67
Ac_PA_CK147,r2,GCA_905221635.1,Symbiodinium sp. CCMP2456,56771609,56214046,99.02,286,0,21,0,180178,0.32,377078,0.66
Ac_PA_CK147,r2,GCA_905231905.1,Symbiodinium pilosum,56771609,56432763,99.4,198,0,8,0,95336,0.17,243304,0.43
Ac_PA_CK147,r2,GCA_905231915.1,Symbiodinium necroappetens,56771609,56226721,99.04,354,0,18,0,186806,0.33,357710,0.63
Ac_PA_CK147,r2,GCA_905231925.1,Symbiodinium microadriaticum,56771609,56197450,98.99,197,0,6,0,199457,0.35,374499,0.66
Ac_PA_CK147,r2,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,56771609,56439315,99.42,467,0,31,0,35908,0.06,295888,0.52
Ac_PA_CK147,r2,All_Fish,NA,56771609,56197272,98.99,40435,0.07,24516,0.04,55691,0.1,453695,0.8
Ac_PA_CK410,r1,Human,NA,50089429,49741263,99.31,6648,0.01,1494,0,38582,0.08,301442,0.6
Ac_PA_CK410,r1,Ecoli,NA,50089429,50089402,100,0,0,0,0,4,0,23,0
Ac_PA_CK410,r1,PhiX,NA,50089429,50089429,100,0,0,0,0,0,0,0,0
Ac_PA_CK410,r1,Contamnts_Adaptrs,NA,50089429,50089429,100,0,0,0,0,0,0,0,0
Ac_PA_CK410,r1,Vectors,NA,50089429,50072074,99.97,9,0,1,0,1466,0,15879,0.03
Ac_PA_CK410,r1,Bacteria_24k,NA,50089429,49859006,99.55,2481,0,2437,0,18506,0.04,206999,0.41
Ac_PA_CK410,r1,Protists_1k,NA,50089429,49244001,98.31,45664,0.09,48763,0.1,131495,0.26,619506,1.24
Ac_PA_CK410,r1,Viruses,NA,50089429,49885037,99.59,504,0,417,0,23173,0.05,180298,0.36
Ac_PA_CK410,r1,Fungi_RefSeq_release,NA,50089429,49708312,99.24,10014,0.02,2669,0.01,51645,0.1,316789,0.63
Ac_PA_CK410,r1,Bird,NA,50089429,49797374,99.41,2734,0.01,272,0,35705,0.07,253344,0.51
Ac_PA_CK410,r1,Plant,NA,50089429,49846471,99.52,1536,0,225,0,23611,0.05,217586,0.43
Ac_PA_CK410,r1,Symbiodinium,NA,50089429,49445231,98.71,169,0,15,0,143414,0.29,500600,1
Ac_PA_CK410,r1,GCA_001939145.1,Symbiodinium microadriaticum,50089429,49744032,99.31,204,0,130,0,56314,0.11,288749,0.58
Ac_PA_CK410,r1,GCA_003297005.1,Symbiodinium sp. clade A Y106,50089429,49562949,98.95,407,0,19,0,190407,0.38,335647,0.67
Ac_PA_CK410,r1,GCA_003297045.1,Symbiodinium sp. clade C Y103,50089429,49809292,99.44,288,0,19,0,31581,0.06,248249,0.5
Ac_PA_CK410,r1,GCA_009767595.1,Symbiodinium kawagutii,50089429,49802280,99.43,391,0,31,0,34455,0.07,252272,0.5
Ac_PA_CK410,r1,GCA_018327485.1,Symbiodinium microadriaticum,50089429,49756028,99.33,347,0,20,0,57759,0.12,275275,0.55
Ac_PA_CK410,r1,GCA_905221605.1,Symbiodinium natans,50089429,49781530,99.38,280,0,21,0,33426,0.07,274172,0.55
Ac_PA_CK410,r1,GCA_905221615.1,Symbiodinium sp. CCMP2592,50089429,49698087,99.22,278,0,27,0,85447,0.17,305590,0.61
Ac_PA_CK410,r1,GCA_905221625.1,Symbiodinium sp. KB8,50089429,49735435,99.29,176,0,13,0,69610,0.14,284195,0.57
Ac_PA_CK410,r1,GCA_905221635.1,Symbiodinium sp. CCMP2456,50089429,49743650,99.31,280,0,11,0,69709,0.14,275779,0.55
Ac_PA_CK410,r1,GCA_905231905.1,Symbiodinium pilosum,50089429,49855779,99.54,170,0,11,0,45956,0.09,187513,0.37
Ac_PA_CK410,r1,GCA_905231915.1,Symbiodinium necroappetens,50089429,49756343,99.33,270,0,12,0,72873,0.15,259931,0.52
Ac_PA_CK410,r1,GCA_905231925.1,Symbiodinium microadriaticum,50089429,49726731,99.28,198,0,14,0,82400,0.16,280086,0.56
Ac_PA_CK410,r1,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,50089429,49819746,99.47,436,0,21,0,26924,0.05,242302,0.48
Ac_PA_CK410,r1,All_Fish,NA,50089429,49583870,98.99,40576,0.08,22422,0.04,48517,0.1,394044,0.79
Ac_PA_CK410,r2,Human,NA,50089429,49756009,99.34,6394,0.01,1359,0,37460,0.07,288207,0.58
Ac_PA_CK410,r2,Ecoli,NA,50089429,50089392,100,0,0,0,0,5,0,32,0
Ac_PA_CK410,r2,PhiX,NA,50089429,50089429,100,0,0,0,0,0,0,0,0
Ac_PA_CK410,r2,Contamnts_Adaptrs,NA,50089429,50089429,100,0,0,0,0,0,0,0,0
Ac_PA_CK410,r2,Vectors,NA,50089429,50076694,99.98,11,0,0,0,1111,0,11613,0.02
Ac_PA_CK410,r2,Bacteria_24k,NA,50089429,49869093,99.56,2377,0,2260,0,17822,0.04,197877,0.4
Ac_PA_CK410,r2,Protists_1k,NA,50089429,49258966,98.34,45221,0.09,48908,0.1,131626,0.26,604708,1.21
Ac_PA_CK410,r2,Viruses,NA,50089429,49895166,99.62,493,0,492,0,21857,0.04,171421,0.34
